Index,야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,부지면적,건축연면적,1일최대수용인원수,주차장면수,편의시설,안전시설,기타부대시설,이용시간,이용요금,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
1406,매화관광농원캠핑장,일반야영장,35.587605,128.801205,경상남도 밀양시 상동면 매화2길 56,경상남도 밀양시 상동면 매화리566,,60,1440,40,240,75,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,미끄럼틀,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
1407,얼음골애플캠핑장,일반야영장,35.578234,128.961222,경상남도 밀양시 산내면 얼음골옛길 92-37,경상남도 밀양시 산내면 남명리480-1,,18,3826,90,72,25,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
1408,구천계곡야영장,자동차야영장,35.537372,128.923005,경상남도 밀양시 단장면 도래재로 133-12,경상남도 밀양시 단장면 구천리1386,,22,3990,111,88,35,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,소매점,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
1409,도래재별빛마을캠핑장,일반야영장,35.558262,128.939828,,경상남도 밀양시 단장면 구천리1852-7,,30,3122,128,120,42,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
1410,자연속캠핑장,자동차야영장,35.552254,128.862372,경상남도 밀양시 산내면 산내용전길 155-17,경상남도 밀양시 산내면 용전리403-1,,15,1869,149,60,25,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,소매점,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
1411,밀양유원지야영장,자동차야영장,35.492935,128.928687,경상남도 밀양시 단장면 고례로 855,경상남도 밀양시 단장면 고례리 1511,,6,3201,138,28,10,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,소매점,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
1412,물안개 오토캠핑장,일반야영장,35.492113,128.926481,경상남도 밀양시 단장면 고례로 823-10,경상남도 밀양시 단장면 고례리 1491,,18,2403,88,100,18,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,소매점,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
1413,마이웨이리조트관광농원,일반야영장,35.536975,128.800051,경상남도 밀양시 산외면 엄광길 103-14,경상남도 밀양시 산외면 엄광리 1198-1,,15,2541,,60,40,화장실+게수대+샤워실,CCTV+소화기설치+안전휀스+확성기,소매점,당일 14:00~익일 12:00기준,"1일 40,000원",055-359-5644,밀양시청,2017-11-01,5360000,경상남도 밀양시
1414,강변사리캠핑장,야영장,35.495741,127.190327,전라북도 임실군 덕치면 강동로 865-20,전라북도 임실군 덕치면 천담리 89-10,000-000-0000,14,6589,234.13,100,17,전기시설+상하수도시설+샤워실,소화기+대피공간,공연장,제한없음,30000~35000원,063-640-2344,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
1415,김해생림오토캠핑장,자동차야영장,35.365426,128.812029,경상남도 김해시 생림면 마사리 1322-6번지,경상남도 김해시 생림면 마사리 1322-6번지,055-338-9925,93,38000,0,372,113,"화장실, 샤워실","소화기 37개, CCTV 6대, 스피커 10대, 대피공간",정자 2개소,24시간,24000원,055-330-4823,경상남도 김해시청,2019-09-11,5350000,경상남도 김해시
1416,동강리오토캠핑장,자동차야영장,36.33957096,126.9780163,충청남도 청양군 청남면 금강변로 868-135,,041-940-2706,42,50000,,168,42,족구장2+샤워장2+취사실+화장실2,소화기,,지정일14:00~익일12:00,A-35000 B-25000,041-940-2443,충청남도 청양군청,2020-05-29,4590000,충청남도 청양군
1417,칠갑산오토캠핑장,자동차야영장,36.39572454,126.863183,충청남도 청양군 대치면 까치내로 710,,041-940-2700,75,,,375,42,취사시설2+샤워실2+화장실2,소화기,,당일14:00~익일12:00,A-35000 B-25000 C-25000,041-940-2702,충청남도 청양군청,2020-05-29,4590000,충청남도 청양군
1418,사선대야영장,야영장,35.6681195,127.267648,전라북도 임실군 관촌면 춘향로 3441-26,전라북도 임실군 관촌면 관촌리 1010-17,000-000-0000,25,3200,0,130,80,전기시설+상하수도시설+샤워실,소화기+대피공간,,제한없음,30000~35000원,063-640-2344,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
1419,오수애견캠핑장,야영장,35.540959,127.333692,,전라북도 임실군 오수면 금암리 252-5,000-000-0000,10,1637,0,50,100,전기시설+상하수도시설+샤워실,소화기+대피공간,,제한없음,80000~150000원,063-640-2344,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
1420,하늘구름길캠핑장,야영장,35.62422593,127.3996789,전라북도 임실군 성수면 왕방길 360,전라북도 임실군 성수면 왕방리 232-2,000-000-0000,33,7603,263.39,130,30,전기시설+상하수도시설+샤워실,소화기+대피공간,,제한없음,30000~35000원,063-640-2344,전라북도 임실군청,2019-05-01,4760000,전라북도 임실군
1421,캠누리 오토캠핑장,야영장,37.6929058,127.6318471,강원도 홍천군 서면 개야마을길 68-27,강원도 홍천군 서면 개야리 42-2,031-529-7160,10,2999,198,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
1422,서석야영장,야영장,37.69716095,128.2501547,강원도 홍천군 서석면 고분대월길 67,강원도 홍천군 서석면 생곡리 401-1,033-436-1755,10,3305,116,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
1423,캐나디언 카누클럽 야영장,야영장,37.72221092,127.5867804,강원도 홍천군 서면 마곡길 113-28,강원도 홍천군 서면 마곡리 23-1,033-3969-9000,10,1000,132,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
1424,팔봉산관광지 야영장,야영장,37.70302251,127.695126,강원도 홍천군 서면 한치골길 1124,강원도 홍천군 서면 어유포리 272,033-430-4281,10,387751,774,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
1425,개암벌 용소 관광농원 캠핑장,야영장,37.86018496,128.0707381,강원도 홍천군 두촌면 군유동길 361-26,강원도 홍천군 두촌면 괘석리 617,033-435-4673,10,6480,135,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
1426,가리산자연휴양림 야영장,야영장,37.86563599,127.9811492,강원도 홍천군 두촌면 가리산길 426,강원도 홍천군 두촌면 천현리 134-1,033-435-6034,10,3051187,1061,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
1427,수하리 캠핑파크,야영장,37.76339118,128.166674,강원도 홍천군 서석면 행치령로 708,강원도 홍천군 서석면 수하리 743,033-434-9778,22,7059,660,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
1428,스톤엑스 캠핑장,야영장,37.681315,127.7571093,강원도 홍천군 남면 남노일로 1164-22,강원도 홍천군 남면 남노일리 234-1,033-434-7878,20,1660,56,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
1429,산으로 캠핑장,야영장,37.7145899,127.5696538,강원도 홍천군 서면 마곡길 551-5,강원도 홍천군 서면 마곡리 263-1,033-3436-7676,36,20920,624,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
1430,살둔마을 생둔분교 캠핑장,야영장,37.83162147,128.3708229,강원도 홍천군 내면 살둔길 25,강원도 홍천군 내면 율전리 221-17,033-434-3798,10,5102,413,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
1431,배너미오토캠핑장,야영장,35.66566272,129.0026795,경상북도 청도군 운문면 운문로 1051,경상북도 청도군 운문면 신원리 32번지,000-0000-0000,24,709,214,96,,화장실+샤워실+취사시설,소화기,,,,054-370-2378,경상북도 청도군청,2019-05-15,5190000,경상북도 청도군
1432,들살이 행복오토캠핑장,야영장,35.64299643,128.8503149,경상북도 청도군 매전면 온장길 123-46,경상북도 청도군 매전면 호화리 752-78번지,000-0000-0000,20,2982,108,80,,화장실+샤워실,소화기,,,,054-370-2378,경상북도 청도군청,2019-05-15,5190000,경상북도 청도군
1433,국립운문산자연휴양림야영장,야영장,35.64928635,129.0282151,경상북도 청도군 운문면 운문로 763,경상북도 청도군 운문면 신원리 산 29-6번지,042-580-5501,34,177311,2322,136,,화장실+샤워실+취사시설,소화기,,,,054-370-2378,경상북도 청도군청,2019-05-15,5190000,경상북도 청도군
1434,캠프원 관광농원,자동차야영장,35.6351564,128.8513579,경상북도 청도군 매전면 온장길 138,경상북도 청도군 매전면 호화리 450-6번지,000-0000-0000,217,39310,,868,,화장실+샤워실+취사시설,소화기,,,,054-370-2378,경상북도 청도군청,2019-05-15,5190000,경상북도 청도군
1435,운문산 군립공원야영장,야영장,35.67534911,128.955434,,경상북도 청도군 운문면 신원리 2087번지,054-370-6374,112,12469,18,448,,화장실+샤워실+취사시설,소화기,,,,054-370-2378,경상북도 청도군청,2019-05-15,5190000,경상북도 청도군
1436,봉식이놀이터,야영장,35.66320452,128.5560714,경상북도 청도군 풍각면 봉수길 749-8,경상북도 청도군 풍각면 수월리 597번지,000-0000-0000,1,3611,190,4,,화장실+샤워실+취사시설,소화기,,,,054-370-2378,경상북도 청도군청,2019-05-15,5190000,경상북도 청도군
1437,청도 지오 오토캠핑장,야영장,35.64737727,128.8489921,경상북도 청도군 매전면 동화길 8-31,경상북도 청도군 매전면 호화리 734-28번지,000-0000-0000,20,3337,99,80,,화장실+샤워실+취사시설,소화기,,,,054-370-2378,경상북도 청도군청,2019-05-15,5190000,경상북도 청도군
1438,양주글램핑코리아애견캠핑장,야영장,37.7738416,126.9613809,경기도 양주시 백석읍 권율로 848,"경기도 양주시 백석읍 기산리 136-1, 외3필지",070-7775-8681,11,2940,219.68,60,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1439,양주시 미술관 옆 캠핑장,야영장,37.73048947,126.9488253,경기도 양주시 장흥면 권율로 185,경기도 양주시 장흥면 석현리 396-1,031-828-9881,42,7709,596.12,176,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1440,양주산막골캠핑장,야영장,37.7748478,126.9378163,경기도 양주시 백석읍 기산로 414-20,경기도 양주시 백석읍 기산리 385,031-871-0058,28,4261,260.26,112,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1441,대궐오토캠핑장,야영장,37.76872928,126.9394104,경기도 양주시 백석읍 기산로440번길 177,경기도 양주시 백석읍 기산리 364-4,031-871-8989,10,7250,79.5,184,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1442,안태울캠핑장,야영장,37.87204903,126.9505733,경기도 양주시 광적면 화합로81번길 375-66,경기도 양주시 광적면 효촌리 230,031-871-1388,36,7195,79.34,145,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1443,기산골캠핑장,야영장,37.77670608,126.9353766,경기도 양주시 백석읍 기산로 413,경기도 양주시 백석읍 기산리 393-2,031-871-9008,15,1328,423.16,60,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1444,비타민캠핑장,야영장,37.7703519,126.9369938,경기도 양주시 백석읍 기산로440번길 110-43,경기도 양주시 백석읍 기산리 370,031-871-3388,17,4477,423.59,85,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1445,선녀와 나무꾼,야영장,37.82677912,127.0466023,경기도 양주시 평화로1501번길 90 (덕계동),경기도 양주시 덕계동 540,031-863-2110,16,7901,115.7,40,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1446,범산골캠핑장,야영장,37.80421867,126.9141048,경기도 양주시 광적면 부흥로 34-17,경기도 양주시 광적면 비암리 757-9,031-871-9708,26,6893,18,110,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1447,캠프리카 캠핑장,야영장,37.77127678,126.9385729,경기도 양주시 백석읍 기산로440번길 127,경기도 양주시 백석읍 기산리 362,000-000-0000,20,14298,49.56,80,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1448,일영무두리캠핑장,야영장,37.70059809,126.9472402,경기도 양주시 장흥면 유원지로 176-77,경기도 양주시 장흥면 삼상리 28-14,031-855-6102,19,4373,66,100,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1449,휴리조트캠핑장,야영장,37.78499068,127.101371,경기도 양주시 만송로366번길 215-31 (만송동),경기도 양주시 만송동 83-30,031-845-1111,7,2270,116.28,32,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1450,양주송천캠핑장,야영장,37.77438303,126.9380528,경기도 양주시 백석읍 기산로440번길 74-20,경기도 양주시 백석읍 기산리 382-5,000-000-0000,18,5255,59.83,72,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1451,일영모자농원캠핑장,야영장,37.70817233,126.9530412,경기도 양주시 장흥면 유원지로 316-1,경기도 양주시 장흥면 삼상리 10-17,031-855-5081,15,4751,194.4,60,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1452,해피캠핑장,야영장,37.78066038,126.944132,경기도 양주시 백석읍 기산로471번길 110,경기도 양주시 백석읍 기산리 302-7,000-000-0000,13,4999,53.2,52,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1453,들꽃피는언덕 캠핑장,야영장,37.77616924,126.9600556,경기도 양주시 백석읍 권율로 870,경기도 양주시 백석읍 기산리 181-1,031-876-0072,5,5347,26.5,24,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1454,을수민박야영,야영장,37.82330925,128.4536588,강원도 홍천군 내면 을수길 27,강원도 홍천군 내면 광원리 1863,033-435-5986,36,1942,100,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
1455,동키캐슬 캠핑장,야영장,37.58528371,127.8423787,강원도 홍천군 남면 시동로 764-63,강원도 홍천군 남면 시동리 411-9,033-433-1264,10,2285,100,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
1456,고길동 캠핑장,야영장,37.82767662,127.8340818,강원도 홍천군 북방면 성동로 1625-16,강원도 홍천군 북방면 북방리 946,033-9403-7603,10,9055,162,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
1457,국립삼봉자연휴양림 야영장,야영장,37.85759322,128.4638355,강원도 홍천군 내면 삼봉휴양길 276,강원도 홍천군 내면 광원리 산 197-1,033-435-8536,10,1000,30,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
1458,용가리쌤 야영장,야영장,37.7538046,127.9505266,강원도 홍천군 화촌면 설악로 2692,강원도 홍천군 화촌면 구성포리 65,033-434-9391,10,1000,163,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
1459,안단테 홍천캠핑장,야영장,37.80756806,128.0833315,강원도 홍천군 내촌면 가래올길 53-16,강원도 홍천군 내촌면 답풍리 258-2,033-433-9005,10,6794,494,20,10,화장실+취사시설+,소화기+대피공간,자료없음,자료없음,자료없음,033-430-2454,강원도 홍천군청,2019-11-20,4250000,강원도 홍천군
1460,황방농원 캠핑장,야영장,37.92158614,126.9970066,경기도 양주시 남면 양연로173번길 49,경기도 양주시 남면 황방리 140,031-864-0205,8,1540,185.33,32,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1461,양주 탑 관광농원 글램핑장,야영장,37.81102441,127.1019745,경기도 양주시 어하고개로 48-1 (삼숭동),경기도 양주시 삼숭동 481-1,000-000-0000,27,7176,144,108,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1462,별을 다는 아이,야영장,37.74404524,126.9526146,경기도 양주시 장흥면 권율로309번길 132,경기도 양주시 장흥면 석현리 336-3,000-000-0000,6,7097,299.6,24,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1463,장흥숲길캠핑장,야영장,37.72875058,126.9531325,경기도 양주시 장흥면 권율로 156-116,경기도 양주시 장흥면 일영리 2-20,000-000-0000,18,5388,195,72,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1464,스톤밸리캠핑장,야영장,37.858935,127.0814859,경기도 양주시 칠봉산로228번길 126-5,경기도 양주시 봉양동 154-1,070-4415-2203,16,8020,215.61,70,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1465,케렌시아캠핑장,야영장,37.84217607,127.1134465,경기도 양주시 화합로 1970,경기도 양주시 회암동 22-3,000-000-0000,9,7337,184.55,54,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1466,하늘캠핑장,야영장,37.78445706,126.9684955,경기도 양주시 백석읍 양주산성로737번길 114,"경기도 양주시 백석읍 가업리 594-28, 외 2필지",000-000-0000,12,3855,90,48,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1467,양주그린캠프,야영장,37.84691142,127.0929481,경기도 양주시 칠봉산로168번길 290(회암동),경기도 양주시 회암동 271-1,000-000-0000,10,4905,105.6,50,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1468,양주감악산캠핑장,자동차야영장,37.91427069,126.9566542,경기도 양주시 남면 감악산로 632-32,경기도 양주시 남면 신암리 199-1,000-000-0000,25,8317,198,60,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1469,전원일기마을 오토 캠핑장,자동차야영장,37.67255167,126.910158,경기도 양주시 장흥면 일영로327번길 227-19,경기도 양주시 장흥면 삼하리 210-1,000-000-0000,30,6650,49.9,160,,전기시설+상하수도시설+샤워실+화장실,소화기+대피공간,,,,031-8082-5661,양주시청(문화관광과),2020-05-22,5590000,경기도 양주시
1470,오미리농촌체험관광협의회,야영장,38.18855155,127.923007,강원도 양구군 방산면 평화로 4818,강원도 양구군 방산면 오미리 237,033-481-6403,10,,,100,,"상하수도시, 전기시설, 화장실","소화기, 대피공간, 방송장비, 관리요원",,,,033-480-2183,양구군청,2019-06-12,4320000,강원도 양구군
1471,문화사랑채,야영장,38.05843457,127.9430735,강원도 양구군 양구읍 소양웅진길 35-6,강원도 양구군 양구읍 웅진리 426,033-482-2749,20,,,100,,"하수도시설, 화장실","소화기, 대피공간, 관리요원",,,,033-480-2183,양구군청,2019-06-12,4320000,강원도 양구군
1472,국토정중앙천문대야영장,야영장,38.06894001,128.029678,강원도 양구군 남면 국토정중앙로 127,강원도 양구군 남면 도촌리 96-5,033-480-2586,38,,,120,,"상하수도시설, 전기시설, 화장실, 취사시설","소화기, 대피공간, 방송장비, 관리요원",,,"18,000원~20,000원",033-480-2183,양구군청,2019-06-12,4320000,강원도 양구군
1473,푸른솔관광농원야영장,야영장,38.04981134,127.9700727,강원도 양구군 양구읍 소양호로 2639-80,강원도 양구군 양구읍 석현리 8-11,033-481-1357,12,,,60,,"상하수도시설, 전기시설, 화장실","소화기, 대피공간, 관리요원",,,,033-480-2183,양구군청,2019-06-12,4320000,강원도 양구군
1474,용머리공원야영장,야영장,38.12196,127.981208,강원도 양구군 양구읍 파로호로869번길 101,강원도 양구군 양구읍 동수리 100-1,033-480-2772,20,,,80,,"상하수도시설, 전기시설, 화장실, 원두막, 안내센터","소화기, 대피공간, 방송장비, 관리요원",,,,033-480-2183,양구군청,2019-06-12,4320000,강원도 양구군
1475,약수골캠프촌 숲속캠핑장,야영장,38.166877,128.057271,,강원도 양구군 동면 후곡리 299,033-481-9828,26,,,100,,"화장실, 개수대, 샤워실","소화기, 대피공간, 관리요원",,당일 14:00 ~ 다음날 11:00,"15,000원~30,000원",033-480-2183,양구군청,2019-06-12,4320000,강원도 양구군
1476,트리앤캠프스토리,야영장,38.15994173,127.9640271,강원도 양구군 양구읍 성곡로 849,강원도 양구군 양구읍 군량리 450,033-481-0000,13,,,150,,"화장실, 개수대, 샤워실","소화기, 대피공간, 방송장비, 관리요원",,,,033-480-2183,양구군청,2019-06-12,4320000,강원도 양구군
1477,약수골캠프촌 오토캠핑장,자동차야영장,38.16648006,128.0503876,강원도 양구군 동면 약수터길 28,강원도 양구군 동면 후곡리 302-2,033-481-9828,17,,,90,,"상하수도시설, 전기시설, 화장실, 취사시설, 카라반, 관리실, 해먹설치대","소화기, 대피공간, 방송장비, 관리요원",,당일 14:00 ~ 다음날 11:00,"60,000원~140,000원",033-480-2183,양구군청,2019-06-12,4320000,강원도 양구군
1478,한탄강관광지오토캠핑장,자동차야영장,38.00887564,127.05886,경기도 연천군 전곡읍 선사로 76,경기도 연천군 전곡읍 전곡리 696-3,031-833-0030,1,3716,,640,,전기시설+상하수도시설+샤워실,소화기+대피공간,카라반55동,,,031-839-2147,경기도 연천군청,2019-09-24,4140000,경기도 연천군
1479,해오름펜션야영장,야영장,35.40517165,126.9911357,전라남도 담양군 용면 월계길 50,전라남도 담양군 용면 월계리 282-24,061-383-0300,8,2317,493,50,10,휴게실,대피소,개수대/샤워실,24,30000,061-380-3153,담양군,2020-03-12,4850000,전라남도 담양군
1480,한탄강소나무캠핑,야영장,38.0158419,127.0770633,경기도 연천군 전곡읍 선사로286번길 37,경기도 연천군 전곡읍 전곡리 56-23,031-833-0000,105,73164,,52,,전기시설+상하수도시설+샤워실,소화기+대피공간,글램핑12동,,,031-839-2147,경기도 연천군청,2019-09-24,4140000,경기도 연천군
1481,욜로캠프(구 인디캠프),야영장,37.98743194,127.0210501,경기도 연천군 전곡읍 양원로 108-37,경기도 연천군 전곡읍 양원리 660,031-833-0000,8,6343,,10,,전기시설+상하수도시설+샤워실,소화기+대피공간,글램핑 6동,,,031-839-2147,경기도 연천군청,2019-09-24,4140000,경기도 연천군
1482,물꽃 캠핑장,야영장,38.03774164,127.029011,경기도 연천군 군남면 청정로 2122,경기도 연천군 군남면 황지리 634-1,031-833-0000,105,28172,,112,,전기시설+상하수도시설+샤워실,소화기+대피공간,카라반3동,,,031-839-2147,경기도 연천군청,2019-09-24,4140000,경기도 연천군
1483,고산무궁화오토캠핑장,자동차야영장,35.97398096,127.231515,전라북도 완주군 고산면 고산휴양림로 89,전라북도 완주군 고산면 오산리 808,063-290-2764,81,64300,,400,200,상하수도시설+전기시설+방문자센터+주차장+취사장+공동화장실+샤워실+카라반 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
1484,민들레동산야영장,야영장,36.01358753,127.2411005,전라북도 완주군 화산면 하용마안길 35-152,전라북도 완주군 화산면 종리 57-1,063-261-5153,25,13199,,150,50,상하수도시설+전기시설+화장실+취사시설+카라반 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
1485,아피오스빌리지야영장,야영장,35.9736831,127.1572926,전라북도 완주군 비봉면 천호로 235-38,전라북도 완주군 비봉면 봉산리 539-2,1899-5852,11,7197,,56,80,상하수도시설+전기시설+화장실 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
1486,너나들이캠핑장,야영장,37.45509346,126.7498735,,인천광역시 남동구 장수동 456,032-465-2600,103,31687,,500,,샤워실,소화기,,,,032-453-2140,남동구청,2020-01-01,3530000,인천광역시 남동구
1487,대둔산그린시티오토캠핑장,야영장,36.08742481,127.3437635,전라북도 완주군 운주면 산북신복길 56,전라북도 완주군 운주면 산북리 161,000-0000-0000,28,4990,,110,30,상하수도시설+전기시설+화장실+샤워장 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
1488,대둔산 글램핑 캠핑장,야영장,36.07687445,127.282654,전라북도 완주군 운주면 원장선로 42-209,전라북도 완주군 운주면 장선리 310-17,063-263-8070,9,2971,,60,20,상하수도시설+전기시설+화장실+글램핑 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
1489,래미안밸리캠핑장,야영장,36.06113614,127.3406612,전라북도 완주군 운주면 금고당로 617,전라북도 완주군 운주면 고당리 179,000-0000-0000,45,4422,,150,50,상하수도시설+전기시설+화장실+샤워장 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
